name,mass,massRound,year,reclat,reclong
Pecora Escarpment 91131,13,1,1991,-85.65641,-68.30689
Queen Alexandra Range 93301,13,1,1993,-84.57935,162.61426
Queen Alexandra Range 93433,13,1,1993,-84,168
Queen Alexandra Range 93610,13,1,1993,-84,168
Frontier Mountain 95019,13,1,1995,-72.95472,160.44
Queen Alexandra Range 97877,13,1,1997,-84,168
El Atchane 014,13,1,1997,29.16667,3.73333
Yamato 982250,13,1,1998,0,0
Yamato 983759,13,1,1998,0,0
Glenrothes,13,1,1998,56.25,-3.16667
Queen Alexandra Range 99240,13,1,1999,-84,168
Queen Alexandra Range 99581,13,1,1999,-84,168
Harper Dry Lake 001,13,1,1999,35.05102,-117.30672
Meteorite Hills 01172,13,1,2001,-79.68333,159.75
Meteorite Hills 01252,13,1,2001,-79.68333,159.75
Northwest Africa 5123,13,1,2001,0,0
Northwest Africa 5117,13,1,2001,0,0
Northwest Africa 5126,13,1,2001,0,0
El Mirage Dry Lake 002,13,1,2001,34.64667,-117.58108
Red Dry Lake 009,13,1,2001,35.62723,-114.04323
Grove Mountains 020072,13,1,2003,-72.99833,75.19583
Northwest Africa 3293,13,1,2006,0,0
Miller Range 07087,13,1,2007,0,0
Dominion Range 08216,13,1,2008,0,0
Miller Range 090266,13,1,2009,0,0
Mundrabilla 021,13,1,2010,-30.77972,127.52306
O'Malley 020,13,1,2010,-30.57269,131.48094
Dominion Range 10534,13,1,2010,0,0
Dominion Range 10603,13,1,2010,0,0
Biduna Blowhole 002,13,1,2011,-31.03297,131.28547
Northwest Africa 7095,13,1,2011,0,0
Northwest Africa 7103,13,1,2011,0,0
Yamato 792728,13,1,1979,-71.5,35.66667
Yamato 981597,13,1,1998,0,0
Yamato 74583,13,1,1974,0,35.66667
Queen Alexandra Range 02114,13,1,2002,-84,168
Asuka 880698,13,1,1988,-72,26
Allan Hills A78202,13,1,1977,-76.71667,159.66667
Yamato 792699,13,1,1979,-71.5,35.66667
Yamato 983144,13,1,1998,0,0
Meteorite Hills 00914,13,1,2000,-79.68333,155.75
Pecora Escarpment 01007,13,1,2002,-85.6842,-68.80223
Asuka 881591,13,1,1988,-72,26
Camel Donga 018,13,1,1994,-30.0225,126.552
LaPaz Icefield 031269,13,1,2003,-86.36667,-70
Yamato 791064,13,1,1979,-71.5,35.66667
Dhofar 1427,13,1,2001,19.11285,54.81877
Grove Mountains 053641,13,1,2006,-72.783889,75.269444
Allan Hills A78199,13,1,1978,-76.71667,159.66667
Allan Hills A81131,13,1,1981,-76.69222,159.295
Allan Hills A81292,13,1,1981,-76.69083,159.355
Lewis Cliff 85385,13,1,1985,-84.27188,161.31281
Allan Hills 85111,13,1,1985,-76.90198,156.67686
Allan Hills 85070,13,1,1985,-76.83832,156.33708
Elephant Moraine 87810,13,1,1987,-76.28264,156.45355
Lewis Cliff 88662,13,1,1988,-84.26649,161.41164
Lewis Cliff 88444,13,1,1988,-84.24913,161.41599
Lewis Cliff 88375,13,1,1988,-84.24076,161.43594
Elephant Moraine 90962,13,1,1990,-76.27247,156.43459
Reckling Peak 92422,13,1,1992,-76.21993,158.37778
Elephant Moraine 92117,13,1,1992,-76.05608,156.2619
Queen Alexandra Range 93407,13,1,1993,-84,168
Queen Alexandra Range 93576,13,1,1993,-84,168
Queen Alexandra Range 94592,13,1,1994,-84,168
Allan Hills 95103,13,1,1995,-76.71667,159.66667
Elephant Moraine 96097,13,1,1996,-76.18333,157.16667
Elephant Moraine 96286,13,1,1996,-76.18333,157.16667
Queen Alexandra Range 97722,13,1,1997,-84,168
Queen Alexandra Range 97828,13,1,1997,-84,168
Queen Alexandra Range 97954,13,1,1997,-84,168
Graves Nunataks 98097,13,1,1998,-86.71667,-141.5
Graves Nunataks 98122,13,1,1998,-86.71667,-141.5
Yamato 983204,13,1,1998,0,0
Dar al Gani 834,13,1,2000,26.966,16.50283
Meteorite Hills 01238,13,1,2001,-79.68333,159.75
Grove Mountains 021480,13,1,2003,-72.93528,75.32472
Dominion Range 08312,13,1,2008,0,0
Dominion Range 08314,13,1,2008,0,0
Dominion Range 08489,13,1,2008,0,0
Frontier Mountain 09020,13,1,2009,-72.95243,160.48522
Dominion Range 10480,13,1,2010,0,0
El Médano 085,13,1,2011,-24.85,-70.53333
Yamato 984063,13,1,1998,0,0
Yamato 790604,13,1,1979,-71.5,35.66667
Yamato 791752,13,1,1979,-71.5,35.66667
Yamato 86196,13,1,1986,-71.5,35.66667
Yamato 790285,13,1,1979,-71.5,35.66667
Allan Hills 88069,13,1,1988,-76.71667,159.33333
Dhofar 306,13,1,2001,19.32833,54.785
Yamato 74514,13,1,1974,0,35.66667
Yamato 791164,13,1,1979,-71.5,35.66667
Queen Alexandra Range 02133,13,1,2002,-84,168
Yamato 790426,13,1,1979,-71.5,35.66667
Yamato 982474,13,1,1998,0,0
Yamato 983875,13,1,1998,0,0
Yamato 790508,13,1,1979,-71.5,35.66667
Shişr 017,13,1,2001,18.42322,53.60905
Grove Mountains 021500,13,1,2003,-72.94917,75.2925
Yamato 791384,13,1,1979,-71.5,35.66667
Yamato 791114,13,1,1979,-71.5,35.66667
Yamato 791508,13,1,1979,-71.5,35.66667
Yamato 983815,13,1,1998,0,0
Grove Mountains 021643,13,1,2003,-72.77278,75.34556
Grove Mountains 054327,13,1,2006,-72.780556,75.299444
Reckling Peak A79012,13,1,1979,-76.26667,159.25
Lewis Cliff 86279,13,1,1986,-84.27384,161.68624
Lewis Cliff 86242,13,1,1986,-84.27381,161.6875
Lewis Cliff 86147,13,1,1986,-84.2576,161.36651
Allan Hills 86604,13,1,1986,-76.70619,159.3658
Lewis Cliff 87254,13,1,1987,-84.28333,161.08333
Lewis Cliff 87074,13,1,1987,-84.2544,161.39124
Lewis Cliff 88468,13,1,1988,-84.24813,161.42359
Lewis Cliff 88233,13,1,1988,-84.23615,161.49567
Elephant Moraine 90101,13,1,1990,-76.28113,156.47062
Elephant Moraine 90100,13,1,1990,-76.27923,156.48156
Elephant Moraine 90254,13,1,1990,-76.27802,156.52986
Queen Alexandra Range 93281,13,1,1993,-84,168
Hughes 051,13,1,1993,-30.43333,129.76667
Queen Alexandra Range 94307,13,1,1994,-84,168
Grosvenor Mountains 95593,13,1,1995,-85.66667,175
Elephant Moraine 96336,13,1,1996,-76.18333,157.16667
Queen Alexandra Range 97365,13,1,1997,-84,168
Queen Alexandra Range 99662,13,1,1999,-84,168
Lucerne Valley 017,13,1,1999,34.5,-116.95
Meteorite Hills 00988,13,1,2000,-79.68333,159.75
Miller Range 07333,13,1,2007,0,0
Shişr 152,13,1,2007,18.2552,53.99703
Dominion Range 08135,13,1,2008,0,0
Miller Range 090658,13,1,2009,0,0
Miller Range 090835,13,1,2009,0,0
Dominion Range 10482,13,1,2010,0,0
Allan Hills 88068,13,1,1988,-76.71667,159.33333
Yamato 982630,13,1,1998,0,0
Yamato 983044,13,1,1998,0,0
Yamato 791507,13,1,1979,-71.5,35.66667
Yamato 81050,13,1,1981,-71.5,35.66667
Asuka 881452,13,1,1988,-72,26
Yamato 982450,13,1,1998,0,0
Grove Mountains 052042,13,1,2006,-72.977778,75.257778
Grove Mountains 051542,13,1,2006,-72.935278,75.321944
Yamato 791231,13,1,1979,-71.5,35.66667
Grove Mountains 052135,13,1,2006,-72.976389,75.267222
Yamato 981321,13,1,1998,0,0
Yamato 792808,13,1,1979,-71.5,35.66667
Allan Hills A81296,13,1,1981,-76.6975,159.39722
Pennyweight,13,1,1982,-29.11667,122.08333
Lewis Cliff 85360,13,1,1985,-84.27555,161.36501
Allan Hills 85063,13,1,1985,-76.86188,156.50066
Lewis Cliff 86151,13,1,1986,-84.25837,161.40172
Lewis Cliff 87088,13,1,1987,-84.25384,161.40019
Lewis Cliff 87127,13,1,1987,-84.25344,161.43918
Elephant Moraine 87849,13,1,1987,-76.28132,156.45901
Lewis Cliff 88243,13,1,1988,-84.28206,161.34472
Lewis Cliff 88430,13,1,1988,-84.25077,161.37561
MacAlpine Hills 88185,13,1,1988,-84.21667,160.5
Elephant Moraine 90526,13,1,1990,-76.28334,156.47015
Pecora Escarpment 91247,13,1,1991,-85.66975,-68.71588
Reckling Peak 92430,13,1,1992,-76.22008,158.37635
Lewis Cliff 93884,13,1,1993,-84.28928,161.37015
Queen Alexandra Range 93440,13,1,1993,-84,168
Queen Alexandra Range 93751,13,1,1993,-84,168
Elephant Moraine 96096,13,1,1996,-76.18333,157.16667
Queen Alexandra Range 97771,13,1,1997,-84,168
Graves Nunataks 98108,13,1,1998,-86.71667,-141.5
Yamato 983512,13,1,1998,0,0
Meteorite Hills 001063,13,1,2000,-79.68333,159.75
Meteorite Hills 01156,13,1,2001,-79.68333,159.75
Dhofar 251,13,1,2001,19.3015,54.735
Frontier Mountain 03002,13,1,2003,-72.95292,160.49742
Miller Range 07694,13,1,2007,0,0
Shişr 145,13,1,2007,18.25222,53.99795
Lucerne Valley 091,13,1,2007,34.48075,-116.9788
Dominion Range 08353,13,1,2008,0,0
Dominion Range 08441,13,1,2008,0,0
Frontier Mountain 09012,13,1,2009,-72.95267,160.46532
Dominion Range 10045,13,1,2010,0,0
Dominion Range 10489,13,1,2010,0,0
Dominion Range 10631,13,1,2010,0,0
Asuka 881403,13,1,1988,-72,26
Grosvenor Mountains 95596,13,1,1995,-85.66667,175
Grove Mountains 050038,13,1,2006,-72.998333,75.215556
Asuka 881583,13,1,1988,-72,26
Asuka 881603,13,1,1988,-72,26
Yamato 983501,13,1,1998,0,0
Asuka 881506,13,1,1988,-72,26
Grove Mountains 053474,13,1,2006,-72.791389,75.281667
Grove Mountains 053088,13,1,2006,-72.779167,75.315556
Yamato 86019,13,1,1986,-71.5,35.66667
Asuka 880623,13,1,1988,-72,26
Frontier Mountain 90174,13,1,1990,-72.95488,160.47328
Yamato 790590,13,1,1979,-71.5,35.66667
Grove Mountains 053565,13,1,2006,-72.781667,75.3
Yamato 981222,13,1,1998,0,0
Yamato 982187,13,1,1998,0,0
Grove Mountains 021790,13,1,2003,-72.77472,75.33361
Grove Mountains 051756,13,1,2006,-72.781111,75.305278
Yamato 791193,13,1,1979,-71.5,35.66667
Grove Mountains 050210,13,1,2006,-72.98194,75.27639
Yamato 74236,13,1,1974,-71.5,35.66667
Allan Hills A77061,13,1,1977,-76.71667,159.66667
Allan Hills A79034,13,1,1979,-76.70889,159.31167
Roosevelt County 101,13,1,1979,34.05,-103.58333
Elephant Moraine 82611,13,1,1982,-76.31944,157.28139
Allan Hills 84048,13,1,1984,-77.03936,157.07256
Allan Hills 85102,13,1,1985,-76.84062,156.3701
Lewis Cliff 86396,13,1,1986,-84.25596,161.40087
Lewis Cliff 86541,13,1,1986,-84.23546,161.44099
Elephant Moraine 87832,13,1,1987,-76.26778,156.48598
Lewis Cliff 88108,13,1,1988,-84.27698,161.353
Elephant Moraine 90735,13,1,1990,-76.27306,156.44351
Elephant Moraine 90741,13,1,1990,-76.26703,156.44833
Patuxent Range 91529,13,1,1991,-84.962,-67.54447
Elephant Moraine 92144,13,1,1992,-76.04765,156.02544
Queen Alexandra Range 93213,13,1,1993,-84.59105,162.24624
Queen Alexandra Range 93215,13,1,1993,-84.57946,162.6269
Queen Alexandra Range 93506,13,1,1993,-84,168
Queen Alexandra Range 97130,13,1,1997,-84,168
Queen Alexandra Range 97659,13,1,1997,-84,168
Miller Range 99327,13,1,1999,-83.25,157
Meteorite Hills 001044,13,1,2000,-79.68333,159.75
Meteorite Hills 00838,13,1,2000,-79.68333,159.75
Meteorite Hills 00952,13,1,2000,-79.68333,159.75
Dar al Gani 839,13,1,2000,26.9915,16.45617
Meteorite Hills 01083,13,1,2001,-79.68333,159.75
Grove Mountains 052318,13,1,2006,-72.78,75.31972
Larkman Nunatak 06828,13,1,2006,0,0
Miller Range 07082,13,1,2007,0,0
Miller Range 07461,13,1,2007,0,0
Dominion Range 08211,13,1,2008,0,0
Dominion Range 08287,13,1,2008,0,0
Jiddat al Harasis 530,13,1,2008,19.53348,55.1749
Miller Range 090602,13,1,2009,0,0
El Médano 083,13,1,2011,-24.85,-70.53333
El Médano 151,13,1,2011,-24.85,-70.53333
Yamato 791646,13,1,1979,-71.5,35.66667
Yamato 793173,13,1,1979,-71.5,35.66667
Yamato 794031,13,1,1979,-71.5,35.66667
Yamato 981115,13,1,1998,0,0
Yamato 790591,13,1,1979,-71.5,35.66667
Grove Mountains 051808,13,1,2006,-72.77917,75.32833
Asuka 880821,13,1,1988,-72,26
Yamato 983648,13,1,1998,0,0
Grove Mountains 052317,13,1,2006,-72.78,75.31972
Asuka 882090,13,1,1988,-72,26
Bluewing 035,13,1,1999,40.26667,-118.93333
Frontier Mountain 90204,13,1,1990,-72.95488,160.47328
MacAlpine Hills 02704,13,1,2002,-84.21667,160.5
Grove Mountains 022151,13,1,2003,-72.77889,75.31361
Grove Mountains 050417,13,1,2006,-72.985,75.23389
Yamato 74656,13,1,1974,-71.5,35.66667
Yamato 791837,13,1,1979,-71.5,35.66667
Mount Morris (New York),13,1,1897,42.7,-77.88333
Allan Hills A81301,13,1,1981,-76.69111,159.29583
Allan Hills A81230,13,1,1981,-76.68889,159.36444
Allan Hills A81143,13,1,1981,-76.67972,159.33694
Allan Hills 84031,13,1,1984,-77.03891,157.07356
Allan Hills 84022,13,1,1984,-76.77022,158.80784
Grosvenor Mountains 85216,13,1,1985,-85.66667,175
Lewis Cliff 86136,13,1,1986,-84.25783,161.4132
Lewis Cliff 86260,13,1,1986,-84.25512,161.38693
Lewis Cliff 87090,13,1,1987,-84.3405,161.39529
Elephant Moraine 87761,13,1,1987,-76.28224,156.45986
Elephant Moraine 87796,13,1,1987,-76.2814,156.45061
Elephant Moraine 87725,13,1,1987,-76.27152,156.48277
Elephant Moraine 90769,13,1,1990,-76.28336,156.45035
Elephant Moraine 90043,13,1,1990,-76.2683,156.42732
Pecora Escarpment 91288,13,1,1991,-85.68304,-68.79255
Queen Alexandra Range 93009,13,1,1993,-84.60873,162.36978
Lewis Cliff 93875,13,1,1993,-84.27395,161.68204
Lewis Cliff 93837,13,1,1993,-84.25408,161.39396
Queen Alexandra Range 93754,13,1,1993,-84,168
Queen Alexandra Range 97385,13,1,1997,-84,168
Queen Alexandra Range 97757,13,1,1997,-84,168
Yamato 983843,13,1,1998,0,0
Lucerne Valley 015,13,1,1998,34.5095,-116.95583
Queen Alexandra Range 99869,13,1,1999,-84,168
Queen Alexandra Range 99899,13,1,1999,-84,168
Meteorite Hills 001113,13,1,2000,-79.68333,159.75
Meteorite Hills 00671,13,1,2000,-79.68333,155.75
Meteorite Hills 00932,13,1,2000,-79.68333,159.75
Harper Dry Lake 008,13,1,2000,35.05193,-117.26138
Meteorite Hills 01101,13,1,2001,-79.68333,159.75
Meteorite Hills 01220,13,1,2001,-79.68333,159.75
Tassédet 003,13,1,2001,18.30033,6.50683
Grove Mountains 050613,13,1,2006,-72.98389,75.2456
Shişr 113,13,1,2007,18.25095,53.99868
Dominion Range 08079,13,1,2008,0,0
Miller Range 090600,13,1,2009,0,0
Dhofar 1614,13,1,2009,18.72858,54.53281
Yamato 981679,12,1,1998,0,0
Yamato 981905,12,1,1998,0,0
Meteorite Hills 00765,12,1,2000,-79.68333,155.75
Allan Hills A77229,12,1,1977,-76.71667,159.66667
Yamato 793293,12,1,1979,-71.5,35.66667
Allan Hills 88073,12,1,1988,-76.68219,159.31165
Grove Mountains 052131,12,1,2006,-72.77168,75.33
Allan Hills A78177,12,1,1977,-76.71667,159.66667
Yamato 790009,12,1,1979,-71.5,35.66667
Yamato 8013,12,1,1980,-71.5,35.66667
Yamato 981603,12,1,1998,0,0
Yamato 983591,12,1,1998,0,0
Yamato 86289,12,1,1986,-71.5,35.66667
Frontier Mountain 90182,12,1,1990,-72.99083,160.40833
Yamato 983381,12,1,1998,0,0
Ramlat al Wahibah 029,12,1,2006,21.19918,58.41272
Meteorite Hills 00749,12,1,2000,-79.68333,155.75
Allan Hills A78192,12,1,1977,-76.71667,159.66667
Allan Hills 88074,12,1,1988,-76.69205,159.29708
Asuka 881304,12,1,1988,-72,26
Grove Mountains 051718,12,1,2006,-72.7775,75.32889
Grier (a),12,1,1969,34.38167,-103.39167
Yamato 74066,12,1,1974,-71.5,35.66667
Allan Hills 83064,12,1,1983,-76.72038,158.76546
Roosevelt County 026,12,1,1984,34.15,-104.01667
Lewis Cliff 85420,12,1,1985,-84.27677,161.40598
Allan Hills 85105,12,1,1985,-76.92345,156.54071
Lewis Cliff 86480,12,1,1986,-84.27396,161.6825
Lewis Cliff 86209,12,1,1986,-84.27377,161.68691
Elephant Moraine 87799,12,1,1987,-76.28256,156.45813
Lewis Cliff 88708,12,1,1988,-84.2744,161.36508
Lewis Cliff 88267,12,1,1988,-84.23486,161.45207
Asuka 881669,12,1,1988,-72,26
Elephant Moraine 90551,12,1,1990,-76.28734,156.46805
Elephant Moraine 90048,12,1,1990,-76.28612,156.46319
Elephant Moraine 90295,12,1,1990,-76.28202,156.43584
Pecora Escarpment 91256,12,1,1991,-85.67922,-68.27649
Pecora Escarpment 91165,12,1,1991,-85.66088,-68.69819
Queen Alexandra Range 93311,12,1,1993,-84.58166,162.54007
Queen Alexandra Range 93360,12,1,1993,-84,168
Queen Alexandra Range 94695,12,1,1994,-84,168
Queen Alexandra Range 97111,12,1,1997,-84,168
Queen Alexandra Range 97783,12,1,1997,-84,168
Queen Alexandra Range 97784,12,1,1997,-84,168
Frontier Mountain 97052,12,1,1997,-72.955,160.43389
Queen Alexandra Range 99365,12,1,1999,-84,168
Queen Alexandra Range 99366,12,1,1999,-84,168
Queen Alexandra Range 99731,12,1,1999,-84,168
Geologists Range 99111,12,1,1999,-82.5,155.5
Meteorite Hills 001093,12,1,2000,-79.68333,159.75
Meteorite Hills 00706,12,1,2000,-79.68333,159.75
Meteorite Hills 00849,12,1,2000,-79.68333,159.75
Meteorite Hills 01179,12,1,2001,-79.68333,159.75
Jiddat al Harasis 239,12,1,2005,19.98505,56.41543
Miller Range 07470,12,1,2007,0,0
Miller Range 07582,12,1,2007,0,0
Dominion Range 08263,12,1,2008,0,0
Dominion Range 08324,12,1,2008,0,0
Yamato 792689,12,1,1979,-71.5,35.66667
Yamato 86298,12,1,1986,-71.5,35.66667
Yamato 983604,12,1,1998,0,0
Yamato 983726,12,1,1998,0,0
Grove Mountains 053566,12,1,2006,-72.78167,75.3
Yamato 792943,12,1,1979,-71.5,35.66667
Sevaruyo,12,1,2001,-19.36775,-66.96787
Yamato 792694,12,1,1979,-71.5,35.66667
Yamato 82100,12,1,1982,-71.5,35.66667
Yamato 984004,12,1,1998,0,0
Yamato 984007,12,1,1998,0,0
Yamato 791964,12,1,1979,-71.5,35.66667
Asuka 881410,12,1,1988,-72,26
Yamato 983219,12,1,1998,0,0
Yamato 86091,12,1,1986,-71.5,35.66667
Yamato 86696,12,1,1986,-71.5,35.66667
Yamato 981139,12,1,1998,0,0
Sayh al Uhaymir 132,12,1,2001,21.06831,57.31564
Grove Mountains 022136,12,1,2003,-72.77889,75.31361
Allan Hills 88072,12,1,1988,-76.72315,158.72353
Yamato 983612,12,1,1998,0,0
Yamato 790605,12,1,1979,-71.5,35.66667
Yamato 790801,12,1,1979,-71.5,35.66667
Frontier Mountain 03041,12,1,2003,-72.95108,160.51425
Allan Hills A77056,12,1,1977,-76.71667,159.66667
Allan Hills A77102,12,1,1977,-76.71667,159.66667
Yamato 791059,12,1,1979,-71.5,35.66667
Yamato 791631,12,1,1979,-71.5,35.66667
Allan Hills A81266,12,1,1981,-76.7648,159.29344
Allan Hills 84038,12,1,1984,-76.88906,157.05112
Lewis Cliff 85463,12,1,1985,-84.27633,161.38667
Allan Hills 86605,12,1,1986,-76.70806,159.30975
Lewis Cliff 87110,12,1,1987,-84.25328,161.40596
Lewis Cliff 88605,12,1,1988,-84.27367,161.38798
Lewis Cliff 88094,12,1,1988,-84.25264,161.3956
Lewis Cliff 88098,12,1,1988,-84.25234,161.39705
Lewis Cliff 88477,12,1,1988,-84.24937,161.40723
Elephant Moraine 90546,12,1,1990,-76.28647,156.46693
Elephant Moraine 90141,12,1,1990,-76.27668,156.446
Elephant Moraine 90728,12,1,1990,-76.26703,156.44729
Pecora Escarpment 91193,12,1,1991,-85.68164,-68.74195
Queen Alexandra Range 93729,12,1,1993,-84,168
Queen Alexandra Range 94382,12,1,1994,-84,168
Queen Alexandra Range 97416,12,1,1997,-84,168
Queen Alexandra Range 97462,12,1,1997,-84,168
Queen Alexandra Range 97542,12,1,1997,-84,168
Queen Alexandra Range 99889,12,1,1999,-84,168
Meteorite Hills 00875,12,1,2000,-79.68333,159.75
Meteorite Hills 01126,12,1,2001,-79.68333,159.75
Meteorite Hills 01155,12,1,2001,-79.68333,159.75
Meteorite Hills 01265,12,1,2001,-79.68333,159.75
Frontier Mountain 01145,12,1,2001,-72.99306,160.40056
MacAlpine Hills 02634,12,1,2002,-84.21667,160.5
Grove Mountains 020135,12,1,2003,-72.98,75.25889
Northwest Africa 2596,12,1,2004,0,0
Grove Mountains 050212,12,1,2006,-72.95306,75.23278
Miller Range 07291,12,1,2007,0,0
Miller Range 07356,12,1,2007,0,0
Miller Range 07624,12,1,2007,0,0
Shişr 133,12,1,2007,18.25942,53.99298
Dominion Range 08445,12,1,2008,0,0
Miller Range 090886,12,1,2009,0,0
Grove Mountains 090298,12,1,2010,-72.91147,75.10686
LaPaz Icefield 10031,12,1,2010,0,0
El Médano 159,12,1,2011,-24.85,-70.53333
Yamato 982418,12,1,1998,0,0
Grove Mountains 053117,12,1,2006,-72.78111,75.30833
Yamato 983123,12,1,1998,0,0
Grove Mountains 051533,12,1,2006,-72.93389,75.30972
Allan Hills A77044,12,1,1977,-76.71667,159.66667
Yamato 790118,12,1,1979,-71.5,35.66667
Yamato 790570,12,1,1979,-71.5,35.66667
Yamato 794003,12,1,1979,-71.5,35.66667
Yamato 982701,12,1,1998,0,0
Yamato 982762,12,1,1998,0,0
Yamato 983607,12,1,1998,0,0
Grove Mountains 022291,12,1,2003,-72.77944,75.29528
Allan Hills A78089,12,1,1977,-76.71667,159.66667
Yamato 981200,12,1,1998,0,0
Asuka 87123,12,1,1987,-72,26
Asuka 881772,12,1,1988,-72,26
Grove Mountains 051779,12,1,2006,-72.77778,75.32139
Yamato 86087,12,1,1986,-71.5,35.66667
Asuka 880774,12,1,1988,-72,26
Allan Hills A77170,12,1,1977,-76.71667,159.66667
Allan Hills A81091,12,1,1981,-76.69278,159.39167
Lewis Cliff 85403,12,1,1985,-84.28061,161.39733
Allan Hills 85081,12,1,1985,-76.92089,156.62782
Allan Hills 85086,12,1,1985,-76.85056,156.31035
Lewis Cliff 86202,12,1,1986,-84.2679,161.37118
Yamato 86042,12,1,1986,-71.5,35.66667
Lewis Cliff 87177,12,1,1987,-84.34434,161.46808
Lewis Cliff 88732,12,1,1988,-84.27985,161.35766
Lewis Cliff 88495,12,1,1988,-84.25064,161.38747
Lewis Cliff 88393,12,1,1988,-84.24173,161.43651
Elephant Moraine 90252,12,1,1990,-76.28629,156.44165
Elephant Moraine 90761,12,1,1990,-76.28322,156.45294
Pecora Escarpment 91392,12,1,1991,-85.68789,-69.05137
Queen Alexandra Range 94419,12,1,1994,-84,168
Queen Alexandra Range 94594,12,1,1994,-84,168
Grosvenor Mountains 95643,12,1,1995,-85.66667,175
Allan Hills 95101,12,1,1995,-76.71667,159.66667
Queen Alexandra Range 97326,12,1,1997,-84,168
Queen Alexandra Range 97415,12,1,1997,-84,168
Queen Alexandra Range 97793,12,1,1997,-84,168
Queen Alexandra Range 97818,12,1,1997,-84,168
Elephant Moraine 99433,12,1,1999,-76.18333,157.16667
Pecora Escarpment 01013,12,1,2002,-85.68755,-68.8922
Dhofar 1486,12,1,2003,19.16813,54.67157
Grove Mountains 051686,12,1,2006,-72.77889,75.315
Larkman Nunatak 06504,12,1,2006,0,0
Miller Range 07324,12,1,2007,0,0
Miller Range 07394,12,1,2007,0,0
Miller Range 07458,12,1,2007,0,0
Miller Range 07525,12,1,2007,0,0
Miller Range 07575,12,1,2007,0,0
Miller Range 07689,12,1,2007,0,0
Dominion Range 08150,12,1,2008,0,0
Miller Range 090938,12,1,2009,0,0
Dominion Range 10329,12,1,2010,0,0
Dominion Range 10353,12,1,2010,0,0
LaPaz Icefield 10107,12,1,2010,0,0
Yamato 793384,12,1,1979,-71.5,35.66667
Yamato 982897,12,1,1998,0,0
Yamato 793438,12,1,1979,-71.5,35.66667
Yamato 982179,12,1,1998,0,0
Yamato 791800,12,1,1979,-71.5,35.66667
Yamato 983223,12,1,1998,0,0
Yamato 983841,12,1,1998,0,0
Yamato 790587,12,1,1979,-71.5,35.66667
Yamato 8012,12,1,1980,-71.5,35.66667
Yamato 793228,12,1,1979,-71.5,35.66667
Asuka 880901,12,1,1988,-72,26
Queen Alexandra Range 02148,12,1,2002,-84,168
Yamato 792822,12,1,1979,-71.5,35.66667
Yamato 794015,12,1,1979,-71.5,35.66667
Yamato 981271,12,1,1998,0,0
Yamato 8450,12,1,1984,-71.5,35.66667
Allan Hills 88070,12,1,1988,-76.71086,159.15038
Yamato 983365,12,1,1998,0,0
Queen Alexandra Range 02112,12,1,2002,-84,168
Grove Mountains 052415,12,1,2006,-72.779167,75.331389
Yamato 792719,12,1,1979,-71.5,35.66667
Asuka 880932,12,1,1988,-72,26
Yamato 74065,12,1,1974,-71.79972,36.29028
Allan Hills A77074,12,1,1977,-76.71667,159.66667
Allan Hills A78209,12,1,1978,-76.71667,159.66667
Allan Hills A79019,12,1,1979,-76.68972,159.36333
Allan Hills 82135,12,1,1982,-76.91276,156.97559
Allan Hills 84227,12,1,1984,-76.71175,158.78789
Lewis Cliff 85354,12,1,1985,-84.27583,161.41269
Lewis Cliff 85351,12,1,1985,-84.2664,161.39514
Lewis Cliff 86132,12,1,1986,-84.25661,161.36341
Elephant Moraine 87839,12,1,1987,-76.28442,156.44581
Lewis Cliff 88615,12,1,1988,-84.26851,161.37063
Allan Hills 88071,12,1,1988,-76.71667,159.33333
Elephant Moraine 90747,12,1,1990,-76.28663,156.44656
Pecora Escarpment 91373,12,1,1991,-85.68809,-68.35024
