name,mass,year,reclat,reclong
Allan Hills A81061,23.7,1981,-76.70167,159.40083
Allan Hills A81171,23.7,1981,-76.68861,159.37972
Allan Hills A81068,23.7,1981,-76.68778,159.36056
Allan Hills A81272,22.9,1981,-76.70083,159.40222
Allan Hills A81186,22.7,1981,-76.70944,159.37
Yamato 81039,22.12,1981,-71.5,35.66667
Allan Hills A81126,21.5,1981,-76.6875,159.35805
Allan Hills A81145,21.1,1981,-76.69167,159.29195
Allan Hills A81122,20.9,1981,-76.70139,159.40333
Allan Hills A81133,20.7,1981,-76.69389,159.39194
Allan Hills A81164,20.1,1981,-76.68778,159.36056
Allan Hills A81297,20.1,1981,-76.68083,159.34583
Allan Hills A81285,20,1981,-76.65955,159.31255
Allan Hills A81242,19.9,1981,-76.69167,159.29945
Allan Hills A81288,19.8,1981,-76.69389,159.39417
Yamato 81006,19.77,1981,-71.5,35.66667
Allan Hills A81156,19.7,1981,-76.69472,159.38944
Allan Hills A81308,18.7,1981,-76.7475,159.37639
Allan Hills A81274,18.5,1981,-76.695,159.38667
Allan Hills A81268,17.9,1981,-76.6776,159.31116
Allan Hills A81177,17.3,1981,-76.69139,159.39
Yamato 81060,17.18,1981,-71.5,35.66667
Allan Hills A81194,17,1981,-76.68806,159.36084
Allan Hills A81250,16.9,1981,-76.69417,159.39361
Allan Hills A81080,16.7,1981,-76.69139,159.38778
Allan Hills A81184,16.7,1981,-76.67705,159.26642
Allan Hills A81046,16.6,1981,-76.71419,158.7785
Allan Hills A81180,16.6,1981,-76.69861,159.39639
Roosevelt County 015,16.3,1981,34.1,-103.48333
Allan Hills A81298,16.2,1981,-76.70917,159.35916
Allan Hills A81085,16.2,1981,-76.69306,159.39222
Allan Hills A81199,16,1981,-76.68306,159.34611
Allan Hills A81128,15.9,1981,-76.68805,159.36028
Allan Hills A81075,15.7,1981,-76.70333,159.36861
Allan Hills A81084,15.7,1981,-76.69222,159.39055
Allan Hills A81092,15.6,1981,-76.69306,159.39194
Allan Hills A81134,15.4,1981,-76.70944,159.38583
Allan Hills A81127,15.4,1981,-76.70667,159.41444
Allan Hills A81181,15,1981,-76.70111,159.40305
Allan Hills A81243,15,1981,-76.68944,159.38417
Yamato 81033,14.89,1981,-71.5,35.66667
Allan Hills A81140,14.4,1981,-76.70945,159.36889
Allan Hills A81207,14.1,1981,-76.71049,158.78481
Yamato 81017,14.06,1981,-71.5,35.66667
Allan Hills A81002,14,1981,-76.66011,159.32783
Allan Hills A81209,13.9,1981,-76.71452,158.79664
Allan Hills A81225,13.9,1981,-76.70417,159.36472
Allan Hills A81120,13.8,1981,-76.70389,159.35972
Allan Hills A81179,13.7,1981,-76.72278,159.37111
Allan Hills A81224,13.6,1981,-76.68667,159.34333
Allan Hills A81193,13.4,1981,-76.69194,159.38805
Allan Hills A81148,13.3,1981,-76.70528,159.36083
Allan Hills A81175,13.2,1981,-76.70778,159.3675
Allan Hills A81065,13.1,1981,-76.68806,159.36084
Allan Hills A81131,12.9,1981,-76.69222,159.295
Allan Hills A81292,12.9,1981,-76.69083,159.355
Yamato 81050,12.77,1981,-71.5,35.66667
Allan Hills A81296,12.7,1981,-76.6975,159.39722
Allan Hills A81301,12.5,1981,-76.69111,159.29583
Allan Hills A81230,12.5,1981,-76.68889,159.36444
Allan Hills A81143,12.5,1981,-76.67972,159.33694
Allan Hills A81266,12.3,1981,-76.7648,159.29344
Allan Hills A81091,12.2,1981,-76.69278,159.39167
Yamato 81067,11.87,1981,-71.5,35.66667
Yamato 81100,11.82,1981,-71.5,35.66667
Allan Hills A81157,11.8,1981,-76.69139,159.38583
Allan Hills A81261,11.8,1981,-76.69111,159.38695
Allan Hills A81160,11.7,1981,-76.71667,159.35472
Allan Hills A81255,11.5,1981,-76.69611,159.38778
Allan Hills A81212,11.5,1981,-76.68038,159.27753
Yamato 81027,11.47,1981,-71.5,35.66667
Yamato 81004,11.38,1981,-71.5,35.66667
Allan Hills A81227,11.3,1981,-76.69306,159.3925
Allan Hills A81215,11.2,1981,-76.71556,159.28917
Allan Hills A81089,11.2,1981,-76.69306,159.39194
Yamato 81076,11.15,1981,-71.5,35.66667
Allan Hills A81275,11.1,1981,-76.70361,159.36
Yamato 81040,10.8,1981,-71.5,35.66667
Roosevelt County 018,10.8,1981,34.31667,-103.41667
Allan Hills A81249,10.4,1981,-76.70778,159.37722
Allan Hills A81159,10.3,1981,-76.71667,159.66667
Allan Hills A81300,10.3,1981,-76.70667,159.30972
Allan Hills A81076,10.3,1981,-76.70472,159.36333
Allan Hills A81152,10.3,1981,-76.68583,159.33889
Yamato 81044,10.28,1981,-71.5,35.66667
Allan Hills A81253,10.2,1981,-76.68806,159.36139
Allan Hills A81125,10.2,1981,-76.68444,159.35722
Yamato 81034,10.18,1981,-71.5,35.66667
Allan Hills A81003,10.1,1981,-76.70583,159.25083
Allan Hills A81259,9.9,1981,-76.69972,159.39889
Allan Hills A81284,9.9,1981,-76.68083,159.34444
Yamato 81104,9.9,1981,-71.5,35.66667
Yamato 81032,9.68,1981,-71.5,35.66667
Yamato 81023,9.58,1981,-71.5,35.66667
Allan Hills A81223,9.5,1981,-76.71222,159.34444
Allan Hills A81135,9.5,1981,-76.69472,159.38944
Allan Hills A81090,9.5,1981,-76.69306,159.39222
Allan Hills A81200,9.5,1981,-76.6825,159.33
Allan Hills A81137,9.4,1981,-76.69472,159.38972
Allan Hills A81196,9.4,1981,-76.65816,159.32088
Yamato 81082,9.39,1981,-71.5,35.66667
Allan Hills A81124,9.3,1981,-76.70194,159.36722
Allan Hills A81221,9.2,1981,-76.71308,158.78166
Allan Hills A81231,9.2,1981,-76.70111,159.40333
Allan Hills A81192,8.9,1981,-76.67094,159.32366
Allan Hills A81149,8.8,1981,-76.68861,159.38333
Allan Hills A81066,8.7,1981,-76.68806,159.36084
Allan Hills A81188,8.7,1981,-76.65705,159.32311
Allan Hills A81294,8.6,1981,-76.68889,159.34722
Allan Hills A81254,8.6,1981,-76.6875,159.35361
Yamato 81061,8.56,1981,-71.5,35.66667
Allan Hills A81049,8.5,1981,-76.71006,158.78252
Yamato 81053,8.43,1981,-71.5,35.66667
Allan Hills A81087,8.4,1981,-76.69278,159.39222
Allan Hills A81057,8.4,1981,-76.68556,159.35778
Yamato 81014,8.36,1981,-71.5,35.66667
Allan Hills A81168,8.2,1981,-76.68278,159.34722
Yamato 81072,8.04,1981,-71.5,35.66667
Allan Hills A81074,8,1981,-76.69778,159.3975
Yamato 81057,7.85,1981,-71.5,35.66667
Yamato 81021,7.78,1981,-71.5,35.66667
Allan Hills A81228,7.7,1981,-76.69194,159.38805
Allan Hills A81265,7.5,1981,-76.70083,159.40306
Allan Hills A81079,7.5,1981,-76.69139,159.38778
Allan Hills A81204,7.3,1981,-76.68806,159.36111
Allan Hills A81069,7.2,1981,-76.68778,159.36028
Allan Hills A81211,7.2,1981,-76.6875,159.35805
Allan Hills A81139,7.1,1981,-76.68917,159.34639
Allan Hills A81306,7.1,1981,-76.68778,159.36
Yamato 81064,6.85,1981,-71.5,35.66667
Allan Hills A81235,6.7,1981,-76.68111,159.34417
Allan Hills A81083,6.6,1981,-76.69222,159.39055
Allan Hills A81277,6.6,1981,-76.69139,159.38778
Yamato 81118,6.55,1981,-71.5,35.66667
Yamato 81128,6.53,1981,-71.5,35.66667
Allan Hills A81201,6.5,1981,-76.68555,159.33305
Allan Hills A81165,6.3,1981,-76.66205,159.33645
Yamato 81071,6.01,1981,-71.5,35.66667
Allan Hills A81263,6,1981,-76.69805,159.33778
Yamato 81077,5.99,1981,-71.5,35.66667
Allan Hills A81082,5.9,1981,-76.69222,159.39055
Allan Hills A81078,5.9,1981,-76.69139,159.38778
Yamato 81045,5.89,1981,-71.5,35.66667
Allan Hills A81086,5.7,1981,-76.69306,159.39222
Allan Hills A81169,5.6,1981,-76.68139,159.34445
Allan Hills A81218,5.5,1981,-76.68417,159.35305
Allan Hills A81217,5.4,1981,-76.7,159.36861
Allan Hills A81202,5.4,1981,-76.69472,159.38417
Allan Hills A81132,5.4,1981,-76.69361,159.34333
Yamato 81126,5.11,1981,-71.5,35.66667
Allan Hills A81151,5.1,1981,-76.69639,159.38389
Allan Hills A81081,5,1981,-76.69222,159.39055
Allan Hills A81195,4.9,1981,-76.68833,159.36139
Allan Hills A81248,4.9,1981,-76.68444,159.35722
Allan Hills A81063,4.9,1981,-76.65844,159.31977
Yamato 81110,4.89,1981,-71.5,35.66667
Allan Hills A81004,4.7,1981,-76.81838,158.1734
Allan Hills A81234,4.7,1981,-76.68861,159.36389
Allan Hills A81269,4.7,1981,-76.6875,159.35805
Allan Hills A81244,4.6,1981,-76.69806,159.25945
Allan Hills A81232,4.6,1981,-76.68722,159.35639
Allan Hills A81055,4.6,1981,-76.68556,159.3575
Allan Hills A81182,4.6,1981,-76.67705,159.26697
Allan Hills A81155,4.5,1981,-76.69194,159.39111
Allan Hills A81214,4.4,1981,-76.68778,159.36
Yamato 81062,4.39,1981,-71.5,35.66667
Allan Hills A81138,4.3,1981,-76.68861,159.38
Yamato 81028,4.21,1981,-71.5,35.66667
Allan Hills A81302,4.2,1981,-76.6925,159.39111
Allan Hills A81077,4.2,1981,-76.69139,159.38778
Allan Hills A81153,4.2,1981,-76.68889,159.37972
Allan Hills A81289,4.2,1981,-76.68861,159.36889
Yamato 81120,4.15,1981,-71.5,35.66667
Yamato 81052,3.94,1981,-71.5,35.66667
Allan Hills A81291,3.9,1981,-76.69167,159.39028
Allan Hills A81203,3.8,1981,-76.69333,159.3925
Allan Hills A81088,3.8,1981,-76.69306,159.39194
Allan Hills A81245,3.8,1981,-76.68861,159.38
Allan Hills A81206,3.8,1981,-76.68111,159.34611
Allan Hills A81270,3.8,1981,-76.65927,159.34367
Yamato 81002,3.73,1981,-71.5,35.66667
Yamato 81035,3.73,1981,-71.5,35.66667
Allan Hills A81303,3.7,1981,-76.68139,159.34445
Allan Hills A81070,3.7,1981,-76.67944,159.34278
Yamato 81041,3.54,1981,-71.5,35.66667
Allan Hills A81220,3.5,1981,-76.68306,159.3475
Yamato 81029,3.5,1981,-71.5,35.66667
Yamato 81036,3.47,1981,-71.5,35.66667
Yamato 81056,3.47,1981,-71.5,35.66667
Allan Hills A81246,3.4,1981,-76.70611,159.41139
Yamato 81078,3.4,1981,-71.5,35.66667
Allan Hills A81073,3.3,1981,-76.69778,159.3975
Yamato 81047,3.24,1981,-71.5,35.66667
Allan Hills A81072,3.2,1981,-76.69778,159.3975
Yamato 81022,3.12,1981,-71.5,35.66667
Yamato 81065,3.11,1981,-71.5,35.66667
Yamato 81009,3.01,1981,-71.5,35.66667
Allan Hills A81144,3,1981,-76.68611,159.35056
Allan Hills A81110,3,1981,-76.68444,159.35722
Allan Hills A81314,2.9,1981,-76.68861,159.36889
Allan Hills A81213,2.9,1981,-76.68639,159.34889
Allan Hills A81226,2.9,1981,-76.68333,159.34861
Allan Hills A81205,2.8,1981,-76.695,159.38611
Yamato 81080,2.61,1981,-71.5,35.66667
Allan Hills A81189,2.6,1981,-76.72333,159.275
Yamato 81125,2.58,1981,-71.5,35.66667
Yamato 81001,2.54,1981,-71.83333,35.5
Allan Hills A81053,2.5,1981,-76.68889,159.35889
Allan Hills A81315,2.5,1981,-76.68861,159.36889
Allan Hills A81071,2.5,1981,-76.68361,159.33889
Yamato 81090,2.46,1981,-71.5,35.66667
Yamato 81048,2.41,1981,-71.5,35.66667
Allan Hills A81158,2.4,1981,-76.68806,159.38
Allan Hills A81216,2.4,1981,-76.65705,159.32339
Yamato 81079,2.26,1981,-71.5,35.66667
Yamato 81007,2.22,1981,-71.5,35.66667
Yamato 81011,2.21,1981,-71.5,35.66667
Yamato 81066,2.21,1981,-71.5,35.66667
Allan Hills A81054,2.2,1981,-76.68417,159.35667
Allan Hills A81252,2.1,1981,-76.68889,159.36417
Yamato 81038,2.01,1981,-71.5,35.66667
Allan Hills A81123,2,1981,-76.71303,158.79779
Allan Hills A81293,2,1981,-76.68417,159.34139
Yamato 81063,1.97,1981,-71.5,35.66667
Allan Hills A81150,1.9,1981,-76.69111,159.38611
Yamato 81055,1.87,1981,-71.5,35.66667
Yamato 81094,1.83,1981,-71.5,35.66667
Yamato 81005,1.71,1981,-71.5,35.66667
Allan Hills A81147,1.7,1981,-76.69472,159.39028
Allan Hills A81116,1.7,1981,-76.68889,159.36389
Yamato 81068,1.65,1981,-71.5,35.66667
Allan Hills A81208,1.6,1981,-76.68417,159.3575
Yamato 81129,1.59,1981,-71.5,35.66667
Yamato 81123,1.58,1981,-71.5,35.66667
Allan Hills A81290,1.5,1981,-76.68583,159.34305
Allan Hills A81141,1.5,1981,-76.68444,159.35806
Yamato 81119,1.47,1981,-71.5,35.66667
Yamato 81013,1.44,1981,-71.5,35.66667
Yamato 81069,1.42,1981,-71.5,35.66667
Yamato 81074,1.42,1981,-71.5,35.66667
Allan Hills A81056,1.4,1981,-76.68417,159.35667
Yamato 81121,1.31,1981,-71.5,35.66667
Yamato 81010,1.27,1981,-71.5,35.66667
Yamato 81043,1.26,1981,-71.5,35.66667
Yamato 81095,1.25,1981,-71.5,35.66667
Yamato 81046,1.23,1981,-71.5,35.66667
Allan Hills A81136,1.2,1981,-76.68722,159.35695
Allan Hills A81142,1.2,1981,-76.65816,159.32144
Allan Hills A81258,1.1,1981,-76.71015,158.78264
Allan Hills A81109,1.1,1981,-76.68444,159.34
Allan Hills A81154,1.1,1981,-76.6825,159.3475
Allan Hills A81305,1.1,1981,-76.67677,159.26753
Allan Hills A81278,1.1,1981,-76.66149,159.33228
Yamato 81054,1.08,1981,-71.5,35.66667
Yamato 81122,1.08,1981,-71.5,35.66667
Allan Hills A81311,0.9,1981,-76.6875,159.35805
Yamato 81073,0.76,1981,-71.5,35.66667
Yamato 81130,0.72,1981,-71.5,35.66667
Yamato 81093,0.71,1981,-71.5,35.66667
Allan Hills A81316,0.7,1981,-76.71059,158.78497
Allan Hills A81310,0.7,1981,-76.69194,159.39055
Allan Hills A81312,0.7,1981,-76.68861,159.38305
Yamato 81092,0.7,1981,-71.5,35.66667
Allan Hills A81283,0.6,1981,-76.68917,159.36417
Allan Hills A81210,0.6,1981,-76.68889,159.38305
Allan Hills A81309,0.6,1981,-76.68417,159.35722
Allan Hills A81198,0.5,1981,-76.69361,159.39417
Allan Hills A81313,0.5,1981,-76.68917,159.36417
Allan Hills A81299,0.5,1981,-76.68806,159.35583
Allan Hills A81062,0.5,1981,-76.65816,159.32088
Yamato 81042,0.49,1981,-71.5,35.66667
Allan Hills A81317,0.4,1981,-76.69361,159.39416
Bayard,75000,1982,41.81667,-103.36667
Wilder,26600,1982,43.72444,-116.91167
Ragland,12100,1982,34.76778,-103.55
Yamato 82111,9011,1982,-71.5,35.66667
Pecora Escarpment 82503,8308,1982,-85.63333,-68.7
Elephant Moraine 82603,8210,1982,-76.29861,157.33083
Gunlock,6800,1982,37.28333,-113.78333
Pecora Escarpment 82506,5316,1982,-85.69109,-67.71308
Yamato 82163,3622,1982,-71.5,35.66667
Pecora Escarpment 82504,3093.6,1982,-85.67925,-68.72432
Pecora Escarpment 82505,3085.5,1982,-85.61621,-68.5873
Wethersfield (1982),2756,1982,41.71056,-72.67361
Yamato 82188,2581,1982,-71.5,35.66667
Allan Hills 82103,2529.2,1982,-76.89661,156.99137
Gujargaon,2449,1982,22.98333,76.05
Drayton,2350,1982,48.66667,-97.11667
Yamato 82053,2100,1982,-71.5,35.66667
Reid 007,2050,1982,-30.65,128.40833
Yamato 82050,1906.61,1982,-71.5,35.66667
Elephant Moraine 82602,1824.1,1982,-76.29139,157.20833
Elephant Moraine 82604,1570.6,1982,-76.18333,157.16667
Yamato 82122,1521.8,1982,-71.5,35.66667
Qidong,1275,1982,32.08333,121.5
Yamato 82187,1238.83,1982,-71.5,35.66667
Yamato 82177,1122.64,1982,-71.5,35.66667
Thiel Mountains 82405,1115.7,1982,-85.25,-91
Naiman,1050,1982,42.83333,120.66667
Elephant Moraine 82606,981.9,1982,-76.29139,157.20861
Yamato 82055,946.75,1982,-71.5,35.66667
Yamato 82081,939.27,1982,-71.5,35.66667
Yamato 82056,913.79,1982,-71.5,35.66667
Taylor Glacier 82700,892.1,1982,-77.73333,162.16667
Pecora Escarpment 82502,890.4,1982,-85.63333,-68.7
Yamato 82178,884.6,1982,-71.5,35.66667
Yamato 82161,757.56,1982,-71.5,35.66667
Yamato 82095,710.18,1982,-71.5,35.66667
Yamato 82082,662.28,1982,-71.5,35.66667
Elephant Moraine 82605,624.6,1982,-76.29139,157.20917
Pecora Escarpment 82507,479.8,1982,-85.68658,-67.77839
Thiel Mountains 82402,476,1982,-85.16324,-94.62127
Roosevelt County 019,450,1982,34.11667,-103.56667
Yamato 82024,420.49,1982,-71.5,35.66667
Allan Hills 82104,398.8,1982,-77.05074,157.19834
Yamato 82164,398.66,1982,-71.5,35.66667
Pecora Escarpment 82508,389.3,1982,-85.66214,-68.35
Allan Hills 82105,363.3,1982,-77.04867,157.18333
Forrest 010,359,1982,-30.11667,127.86667
Abajo,331,1982,26.8,-105.41667
Elephant Moraine 82609,325.5,1982,-76.18333,157.16667
Thiel Mountains 82404,321.6,1982,-85.16488,-94.64775
Yamato 82102,316.18,1982,-71.5,35.66667
Yamato 82036,307.66,1982,-71.5,35.66667
Pecora Escarpment 82509,285.6,1982,-85.67402,-68.1909
Thiel Mountains 82401,281.6,1982,-85.16469,-94.65111
Pecora Escarpment 82510,254.2,1982,-85.68483,-67.89601
Elephant Moraine 82600,247.1,1982,-76.2925,157.24028
Pecora Escarpment 82513,239.1,1982,-85.66221,-68.28333
Thiel Mountains 82409,230.9,1982,-85.16514,-94.63074
Yamato 82182,227.64,1982,-71.5,35.66667
Reid 008,221,1982,-30.08333,128.81667
Thiel Mountains 82400,220.8,1982,-85.18406,-94.16
Thiel Mountains 82407,220.8,1982,-85.16594,-94.61952
Yamato 82094,216.59,1982,-71.5,35.66667
Monticello,210,1982,36.95,-84.9
Yamato 82038,199.9,1982,-71.5,35.66667
Yamato 82066,191.4,1982,-71.5,35.66667
Yamato 82065,189.86,1982,-71.5,35.66667
Thiel Mountains 82411,179.5,1982,-85.16556,-94.61611
Allan Hills 82125,178.4,1982,-76.98262,156.90998
Yamato 82096,168.51,1982,-71.5,35.66667
Elephant Moraine 82607,165.3,1982,-76.29417,157.3225
Yamato 82019,157.92,1982,-71.5,35.66667
Thiel Mountains 82406,152,1982,-85.16548,-94.62367
Elephant Moraine 82601,149.5,1982,-76.30167,157.26528
Pecora Escarpment 82511,149,1982,-85.65889,-68.59149
Yamato 82061,148.74,1982,-71.5,35.66667
Yamato 82191,147.52,1982,-71.5,35.66667
Allan Hills 82122,142,1982,-76.98507,156.90009
Allan Hills 82126,139.9,1982,-76.90692,157.0235
Yamato 82041,137.94,1982,-71.5,35.66667
Yamato 82059,136.7,1982,-71.5,35.66667
Pecora Escarpment 82514,129.8,1982,-85.66039,-68.4373
Yamato 82058,127.95,1982,-71.5,35.66667
Pecora Escarpment 82519,125,1982,-85.67975,-68.72431
Yamato 82057,123.08,1982,-71.5,35.66667
Yamato 82026,119.36,1982,-71.5,35.66667
Yamato 82049,115.35,1982,-71.5,35.66667
Pecora Escarpment 82524,113.8,1982,-85.63333,-68.7
Allan Hills 82118,110.9,1982,-77.04408,157.2676
Allan Hills 82123,110.8,1982,-76.94677,156.92971
Yamato 82091,108.35,1982,-71.5,35.66667
Yamato 82077,99.54,1982,-71.5,35.66667
Yamato 82043,96.18,1982,-71.5,35.66667
Elephant Moraine 82608,94.5,1982,-76.18333,157.16667
Yamato 82098,94.48,1982,-71.5,35.66667
Yamato 82133,93.28,1982,-71.5,35.66667
Yamato 82092,92.4,1982,-71.5,35.66667
Pecora Escarpment 82500,90.9,1982,-85.68566,-68.80758
Yamato 82103,87.7,1982,-71.5,35.66667
Yamato 82035,85.39,1982,-71.5,35.66667
Yamato 82185,84.49,1982,-71.5,35.66667
Thiel Mountains 82408,80.1,1982,-85.16572,-94.62239
Yamato 82045,76.48,1982,-71.5,35.66667
Yamato 82054,76.34,1982,-71.5,35.66667
Yamato 82052,70.32,1982,-71.5,35.66667
Thiel Mountains 82415,70.2,1982,-85.25,-91
Yamato 82153,67,1982,-71.5,35.66667
Allan Hills 82111,63,1982,-76.91278,156.97551
Yamato 82211,62,1982,-71.5,35.66667
Allan Hills 82113,61.2,1982,-76.97126,156.90291
Yamato 82144,60.23,1982,-71.5,35.66667
Mundrabilla 008,57.1,1982,-30.8,127.61667
Yamato 82179,56.02,1982,-71.5,35.66667
Pecora Escarpment 82512,55.2,1982,-85.60346,-68.4513
Pecora Escarpment 82501,54.4,1982,-85.65764,-68.6496
Yamato 82017,51.77,1982,-71.5,35.66667
Pecora Escarpment 82528,51.4,1982,-85.67867,-68.72141
Yamato 82070,50.58,1982,-71.5,35.66667
Thiel Mountains 82403,49.8,1982,-85.1651,-94.61799
Allan Hills 82115,48.5,1982,-76.97442,156.90877
Allan Hills 82102,48.1,1982,-77.04666,157.24407
Allan Hills 82109,47.2,1982,-77.02778,157.03028
Yamato 82209,46.73,1982,-71.5,35.66667
Pecora Escarpment 82522,45.5,1982,-85.65474,-68.61632
Yamato 82037,45.43,1982,-71.5,35.66667
Yamato 82105,45.4,1982,-71.5,35.66667
Allan Hills 82130,44.6,1982,-77.04237,157.25116
Yamato 82189,43.59,1982,-71.5,35.66667
Yamato 82156,43.51,1982,-71.5,35.66667
Elephant Moraine 82610,42.1,1982,-76.18333,157.16667
Yamato 82162,41.73,1982,-71.5,35.66667
Pecora Escarpment 82517,41.3,1982,-85.65018,-68.62194
Allan Hills 82114,40.7,1982,-77.03648,157.23968
Pecora Escarpment 82525,40.2,1982,-85.66809,-68.25
Yamato 82181,39.84,1982,-71.5,35.66667
Allan Hills 82110,39.3,1982,-77.03342,157.25235
Yamato 82042,37.08,1982,-71.5,35.66667
Yamato 82210,36.69,1982,-71.5,35.66667
Yamato 82192,36.67,1982,-71.5,35.66667
Yamato 82165,35.9,1982,-71.5,35.66667
Thiel Mountains 82412,35.2,1982,-85.15256,-94.59229
Allan Hills 82106,35.1,1982,-77.03788,157.2516
Yamato 82063,35,1982,-71.5,35.66667
Forrest 011,34.6,1982,-30.15,128.08333
Yamato 82044,33.74,1982,-71.5,35.66667
Yamato 82116,32.41,1982,-71.5,35.66667
Yamato 82198,31.93,1982,-71.5,35.66667
Elephant Moraine 82612,31.6,1982,-76.18333,157.16667
Yamato 82101,30.6,1982,-71.5,35.66667
Mundrabilla 007,30.6,1982,-30.01667,127.60833
Yamato 82180,30.28,1982,-71.5,35.66667
Yamato 82068,30.07,1982,-71.5,35.66667
Elephant Moraine 82615,29.3,1982,-76.18333,157.16667
Allan Hills 82101,29.1,1982,-76.88426,156.93086
Yamato 82157,28.67,1982,-71.5,35.66667
Forrest 012,28.6,1982,-30.15,128.08333
Yamato 82107,28.31,1982,-71.5,35.66667
Allan Hills 82112,28.3,1982,-76.96674,156.91777
Allan Hills 82134,28.2,1982,-76.88761,156.93792
Yamato 82027,27.81,1982,-71.5,35.66667
Yamato 82069,27.35,1982,-71.5,35.66667
Yamato 82047,27.13,1982,-71.5,35.66667
Yamato 82193,27.04,1982,-71.5,35.66667
Forrest 013,26.9,1982,-30.15,128.08333
Yamato 82040,26.63,1982,-71.5,35.66667
Mundrabilla 010,26.6,1982,-30.01667,127.7
Yamato 82145,26.45,1982,-71.5,35.66667
Yamato 82093,26.29,1982,-71.5,35.66667
Yamato 82062,26.13,1982,-71.5,35.66667
Yamato 82083,25.84,1982,-71.5,35.66667
Yamato 82147,25.81,1982,-71.5,35.66667
Allan Hills 82124,25.8,1982,-77.03811,157.24166
Yamato 82166,25.67,1982,-71.5,35.66667
Yamato 82195,25.24,1982,-71.5,35.66667
Mundrabilla 009,25.2,1982,-30.8,127.61667
Yamato 82137,25.05,1982,-71.5,35.66667
Pecora Escarpment 82526,24.9,1982,-85.66909,-68.15
Mundrabilla 006,24.6,1982,-30.00833,127.70833
Allan Hills 82100,24.3,1982,-76.97691,156.93841
Allan Hills 82119,23.9,1982,-76.9791,156.92267
Yamato 82126,23.45,1982,-71.5,35.66667
Yamato 82130,23.11,1982,-71.5,35.66667
Yamato 82022,23.04,1982,-71.5,35.66667
Pecora Escarpment 82520,22.7,1982,-85.67975,-68.72444
Yamato 82034,22.44,1982,-71.5,35.66667
Pecora Escarpment 82518,21.9,1982,-85.65824,-68.59389
Yamato 82033,21.06,1982,-71.5,35.66667
Allan Hills 82142,20,1982,-76.89166,156.96457
Allan Hills 82133,19.7,1982,-76.90256,157.02793
Yamato 82136,19.7,1982,-71.5,35.66667
Thiel Mountains 82410,18.8,1982,-85.25,-91
Yamato 82072,18.79,1982,-71.5,35.66667
Thiel Mountains 82413,18.4,1982,-85.25,-91
Allan Hills 82116,18.4,1982,-77.03694,157.04639
Yamato 82084,18.05,1982,-71.5,35.66667
Yamato 82128,17.15,1982,-71.5,35.66667
Yamato 82110,16.66,1982,-71.5,35.66667
Yamato 82186,16.48,1982,-71.5,35.66667
Pecora Escarpment 82516,16,1982,-85.67032,-68.2364
Yamato 82183,15.6,1982,-71.5,35.66667
Thiel Mountains 82414,15.4,1982,-85.25,-91
Allan Hills 82128,15.2,1982,-76.96339,156.91969
Yamato 82149,15.11,1982,-71.5,35.66667
Yamato 82127,14.96,1982,-71.5,35.66667
Yamato 82067,14.68,1982,-71.5,35.66667
Yamato 82085,14.19,1982,-71.5,35.66667
Allan Hills 82129,14.1,1982,-76.97495,156.91895
Yamato 82079,13.95,1982,-71.5,35.66667
Yamato 82071,13.89,1982,-71.5,35.66667
Allan Hills 82108,13.5,1982,-76.96353,156.9203
Yamato 82021,13.44,1982,-71.5,35.66667
Yamato 82073,13.29,1982,-71.5,35.66667
Yamato 82020,13,1982,-71.5,35.66667
Pennyweight,12.7,1982,-29.11667,122.08333
Elephant Moraine 82611,12.6,1982,-76.31944,157.28139
Yamato 82100,12.36,1982,-71.5,35.66667
Allan Hills 82135,12.1,1982,-76.91276,156.97559
Yamato 82132,12.07,1982,-71.5,35.66667
Yamato 82007,12.03,1982,-71.5,35.66667
